coord,day,delay,description,end_date,from,geometry,hour,id,latitude,length,longitude,to
"{'x': -73.9899838, 'y': 40.7536146}",Tuesday,3,9,2020-02-18 19:41:30+00:00,7th Ave (W 31st St),POINT (-73.9899838 40.7536146),19.0,TTL5159643144014005,40.7536146,444,-73.9899838,NY-495/Lincoln Tunnel Expy/Dyer Ave (W 31st St)
"{'x': -73.9899497, 'y': 40.7519606}",Tuesday,3,9,2020-02-18 19:30:30+00:00,7th Ave,POINT (-73.9899497 40.7519606),19.0,TTL5159643144006008,40.7519606,270,-73.9899497,8th Ave
"{'x': -73.9892027, 'y': 40.7419965}",Tuesday,3,9,2020-02-18 19:26:30+00:00,5th Ave / E 17th St,POINT (-73.98920270000001 40.7419965),19.0,TTL5160220209606008,40.7419965,584,-73.9892027,7th Ave
"{'x': -73.9864865, 'y': 40.741881}",Tuesday,3,9,2020-02-18 19:24:30+00:00,W 23rd St (6th Ave),POINT (-73.9864865 40.741881),19.0,TTL5159643122406005,40.741881,316,-73.9864865,W 34th St (6th Ave)
"{'x': -73.9862494, 'y': 40.7524347}",Tuesday,1,2,2020-02-18 19:25:30+00:00,34th St (8th Ave),POINT (-73.98624940000001 40.7524347),19.0,TTL5159066056812001,40.7524347,321,-73.9862494,W 42nd St (8th Ave)
"{'x': -73.9944382, 'y': 40.7489264}",Tuesday,1,2,2020-02-18 19:26:30+00:00,8th Ave,POINT (-73.9944382 40.7489264),19.0,TTL5159066035206003,40.7489264,445,-73.9944382,Avenue of the Americas
"{'x': -73.9943014, 'y': 40.7454954}",Tuesday,1,2,2020-02-18 19:24:30+00:00,7th Ave (W 32nd St),POINT (-73.9943014 40.7454954),19.0,TTL5159643129605001,40.7454954,248,-73.99430140000003,6th Ave/Avenue of the Americas/Broadway (W 32nd St)
"{'x': -73.9879392, 'y': 40.7494946}",Tuesday,1,2,2020-02-18 19:24:30+00:00,Avenue of the Americas,POINT (-73.9879392 40.7494946),19.0,TTL5159643144006000,40.7494946,271,-73.9879392,7th Ave
"{'x': -73.9966215, 'y': 40.7363158}",Tuesday,3,9,2020-02-18 19:24:30+00:00,Union Sq E / E 14th St,POINT (-73.9966215 40.7363158),19.0,TTL5160220172004018,40.7363158,62,-73.9966215,E 13th St
"{'x': -73.9845216, 'y': 40.7411653}",Wednesday,4,5,2020-02-19 04:59:00+00:00,W 25th St,POINT (-73.98452159999999 40.7411653),4.0,TTR5159643093606001,40.7411653,78,-73.9845216,Broadway / W 26th St
"{'x': -73.9866924, 'y': 40.7538079}",Tuesday,3,9,2020-02-18 19:24:30+00:00,6th Ave/Avenue of the Americas (W 33rd St),POINT (-73.9866924 40.7538079),19.0,TTL5159643144007000,40.7538079,140,-73.98669240000002,7th Ave (W 33rd St)
"{'x': -73.9865503, 'y': 40.7555249}",Tuesday,1,2,2020-02-18 19:24:30+00:00,Broadway,POINT (-73.9865503 40.7555249),19.0,TTL5159643144014002,40.75552490000001,328,-73.9865503,8th Ave
"{'x': -73.9945591, 'y': 40.7387076}",Tuesday,3,9,2020-02-18 19:25:30+00:00,E 17th St (Union Sq E),POINT (-73.9945591 40.7387076),19.0,TTL5160797268804003,40.7387076,222,-73.99455909999998,E 14th St (Union Sq E)
"{'x': -73.9902198, 'y': 40.743782}",Tuesday,1,2,2020-02-18 19:28:30+00:00,6th Ave/Avenue of the Americas/Broadway (W 32nd St),POINT (-73.99021980000001 40.743782),19.0,TTL5160220224006008,40.743782,322,-73.99021979999998,E Park Ave S (W 32nd St)
"{'x': -73.9829298, 'y': 40.7506176}",Tuesday,1,2,2020-02-18 19:41:30+00:00,Park Ave S (E 31st St),POINT (-73.98292979999999 40.7506176),19.0,TTL5160220238414002,40.75061760000001,309,-73.9829298,7th Ave (W 31st St)
"{'x': -73.9888432, 'y': 40.7531847}",Tuesday,2,3,2020-02-18 19:29:30+00:00,7th Ave,POINT (-73.98884320000001 40.7531847),19.0,TTL5159643158406013,40.7531847,565,-73.9888432,5th Ave / E 44th St
"{'x': -73.9798196, 'y': 40.7423586}",Tuesday,2,3,2020-02-18 19:24:30+00:00,E 23rd St (Madison Ave),POINT (-73.9798196 40.7423586),19.0,TTL5160220216806034,40.7423586,400,-73.9798196,E 34th St (Madison Ave)
"{'x': -73.9821416, 'y': 40.752782}",Tuesday,2,3,2020-02-18 19:26:30+00:00,E 34th St/5th Ave (W 34th St),POINT (-73.98214160000001 40.752782),19.0,TTL5159643144001007,40.752782,533,-73.98214159999998,7th Ave/Fashion Ave (W 34th St)
"{'x': -73.9817929, 'y': 40.7567301}",Tuesday,2,3,2020-02-18 19:24:30+00:00,5th Ave (E 39th St),POINT (-73.9817929 40.7567301),19.0,TTL5160220238405002,40.75673010000001,234,-73.9817929,8th Ave (W 39th St)
"{'x': -73.9809867, 'y': 40.7547762}",Tuesday,2,3,2020-02-18 19:28:30+00:00,5th Ave / E 37th St,POINT (-73.9809867 40.7547762),19.0,TTL5159066049606007,40.7547762,782,-73.9809867,8th Ave
"{'x': -73.9799567, 'y': 40.7708599}",Tuesday,3,9,2020-02-18 19:24:30+00:00,8th Ave (W 57th St),POINT (-73.9799567 40.7708599),19.0,TTL5158489012804018,40.7708599,274,-73.9799567,9th Ave (W 57th St)
"{'x': -73.9758442, 'y': 40.7760352}",Tuesday,2,3,2020-02-18 19:28:30+00:00,Columbus Ave (Broadway),POINT (-73.9758442 40.7760352),19.0,TTL5157911923204004,40.7760352,487,-73.9758442,W 79th St (Broadway)
"{'x': -73.9841896, 'y': 40.7577727}",Tuesday,1,2,2020-02-18 19:27:30+00:00,7th Ave,POINT (-73.98418959999999 40.7577727),19.0,TTL5160220252806001,40.7577727,769,-73.9841896,Park Ave
"{'x': -73.9832744, 'y': 40.7474634}",Tuesday,2,3,2020-02-18 19:24:30+00:00,Madison Ave,POINT (-73.9832744 40.7474634),19.0,TTL5160220224005001,40.7474634,150,-73.98327440000001,Park Ave
"{'x': -73.9826417, 'y': 40.7521975}",Tuesday,1,2,2020-02-18 19:24:30+00:00,Avenue of the Americas,POINT (-73.9826417 40.7521975),19.0,TTL5159643158406001,40.7521975,356,-73.9826417,Park Ave
"{'x': -73.9763838, 'y': 40.7611019}",Tuesday,1,2,2020-02-18 19:24:30+00:00,5th Ave / E 47th St,POINT (-73.97638379999999 40.7611019),19.0,TTL5159643172814001,40.7611019,552,-73.9763838,Broadway
"{'x': -73.98353, 'y': 40.7595502}",Tuesday,1,2,2020-02-18 19:39:30+00:00,57th St (5th Ave),POINT (-73.98353 40.7595502),19.0,TTL5159643165605000,40.75955020000001,399,-73.98353,34th St (5th Ave)
"{'x': -73.9811695, 'y': 40.7532242}",Tuesday,2,3,2020-02-18 19:27:30+00:00,5th Ave (48th St),POINT (-73.98116949999999 40.7532242),19.0,TTL5159643158406004,40.75322420000001,301,-73.9811695,Park Ave (E 48th St)
"{'x': -73.9748181, 'y': 40.7587868}",Tuesday,1,2,2020-02-18 19:24:30+00:00,Madison Ave,POINT (-73.97481809999999 40.7587868),19.0,TTL5159643172806000,40.7587868,439,-73.9748181,Avenue of the Americas
"{'x': -73.9806841, 'y': 40.7595537}",Tuesday,2,3,2020-02-18 19:24:30+00:00,Avenue of the Americas,POINT (-73.9806841 40.7595537),19.0,TTL5159066092814002,40.7595537,312,-73.98068409999998,5th Ave / E 56th St
"{'x': -73.9709291, 'y': 40.7358782}",Tuesday,1,2,2020-02-18 19:24:30+00:00,E 23rd St,POINT (-73.97092910000001 40.7358782),19.0,TTL5161374367207000,40.7358782,129,-73.97092909999998,E 23rd St
"{'x': -73.9710525, 'y': 40.7543746}",Tuesday,3,9,2020-02-18 19:40:30+00:00,E 42nd St (Madison Ave),POINT (-73.9710525 40.7543746),19.0,TTL5160220216806023,40.75437460000001,888,-73.9710525,E 59th St (Madison Ave)
"{'x': -73.9728322, 'y': 40.7529474}",Tuesday,2,3,2020-02-18 19:26:30+00:00,2nd Ave (E 39th St),POINT (-73.9728322 40.7529474),19.0,TTL5160220238413000,40.7529474,300,-73.9728322,5th Ave (E 39th St)
"{'x': -73.9787122, 'y': 40.7613762}",Tuesday,1,2,2020-02-18 19:26:30+00:00,6th Ave/Avenue of the Americas (Central Park/W 59th St),POINT (-73.9787122 40.7613762),19.0,TTL5159643158404068,40.76137620000001,885,-73.9787122,3rd Ave (E 59th St)
"{'x': -73.9804077, 'y': 40.758228}",Tuesday,3,9,2020-02-18 19:47:30+00:00,E 57th St (Park Ave),POINT (-73.9804077 40.758228),19.0,TTL5159643136805000,40.758228,722,-73.9804077,E 34th St (Park Ave)
"{'x': -73.9708263, 'y': 40.7545924}",Tuesday,1,2,2020-02-18 19:27:30+00:00,2nd Ave (E 42nd St),POINT (-73.9708263 40.7545924),19.0,TTL5159643144020002,40.7545924,525,-73.9708263,6th Ave/Avenue of the Americas (W 42nd St)
"{'x': -73.9705397, 'y': 40.7561636}",Tuesday,1,2,2020-02-18 19:24:30+00:00,Park Ave (E 57th St),POINT (-73.9705397 40.7561636),19.0,TTL5160220252812006,40.7561636,224,-73.9705397,2nd Ave (E 57th St)
"{'x': -73.9614557, 'y': 40.7675512}",Tuesday,3,9,2020-02-18 19:36:30+00:00,E 65th St/E 66th St (Madison Ave),POINT (-73.9614557 40.7675512),19.0,TTL5159066114406005,40.76755120000001,989,-73.9614557,E 84th St (Madison Ave)
"{'x': -73.9659839, 'y': 40.7649391}",Tuesday,1,2,2020-02-18 19:25:30+00:00,Park Ave,POINT (-73.9659839 40.7649391),19.0,TTL5160220281606002,40.7649391,798,-73.9659839,York Ave / Hospital Access Rd
"{'x': -73.9650748, 'y': 40.7596579}",Tuesday,1,2,2020-02-18 19:24:30+00:00,2nd Ave,POINT (-73.9650748 40.7596579),19.0,TTL5159643187206014,40.75965789999999,445,-73.9650748,York Ave / E 63rd St
"{'x': -73.9603285, 'y': 40.7149539}",Tuesday,4,5,2020-03-31 03:59:00+00:00,Metropolitan Ave,POINT (-73.9603285 40.7149539),3.0,TTR5163105574406011,40.7149539,81,-73.9603285,Kent Ave / N 3rd St
"{'x': -73.967856, 'y': 40.7011628}",Wednesday,2,3,2020-02-19 01:29:30+00:00,Wythe Ave/Exit 31 (I-278),POINT (-73.967856 40.7011628),1.0,TTL5164259723272000,40.7011628,1912,-73.96785600000003,Tillary St/Exit 29 (I-278)
"{'x': -73.9530859, 'y': 40.7207887}",Wednesday,1,2,2020-02-19 01:27:30+00:00,Humboldt St/Meeker Ave/Exit 33 (I-278),POINT (-73.9530859 40.7207887),1.0,TTL5164259776824001,40.72078870000001,1794,-73.9530859,Wythe Ave/Exit 31 (I-278)
"{'x': -73.9506499, 'y': 40.6998524}",Tuesday,1,2,2020-02-18 19:28:30+00:00,Rodney St (Broadway),POINT (-73.9506499 40.6998524),19.0,TTL5165413930404010,40.6998524,528,-73.9506499,Flushing Ave (Broadway)
"{'x': -73.9433048, 'y': 40.7147347}",Tuesday,1,2,2020-02-18 19:24:30+00:00,Mc Guinness Blvd exit [33],POINT (-73.94330480000001 40.7147347),19.0,TTL5164259794404000,40.7147347,213,-73.94330479999998,Humboldt St / Herbert St
"{'x': -73.9435055, 'y': 40.6982475}",Tuesday,3,9,2020-02-18 19:24:30+00:00,Broadway / Manhattan Ave,POINT (-73.9435055 40.6982475),19.0,TTL5165413926406000,40.6982475,144,-73.9435055,Graham Ave
"{'x': -73.9402206, 'y': 40.6999789}",Tuesday,3,9,2020-02-18 19:24:30+00:00,Humboldt St,POINT (-73.9402206 40.6999789),19.0,TTL5165991020806000,40.6999789,148,-73.94022059999998,Bushwick Ave
"{'x': -73.9691853, 'y': 40.7791839}",Tuesday,1,2,2020-02-18 20:21:05+00:00,79th St (5th Ave),POINT (-73.96918530000001 40.7791839),20.0,TTL5159643194413003,40.7791839,1134,-73.9691853,65th St/66th St (5th Ave)
"{'x': -73.9565732, 'y': 40.7598405}",Tuesday,2,3,2020-02-18 20:10:05+00:00,Ed Koch Queensboro Brg,POINT (-73.95657319999999 40.7598405),20.0,TTL5159643151204004,40.7598405,80,-73.95657320000002,E 63rd St
"{'x': -73.9863363, 'y': 40.7619396}",Tuesday,1,2,2020-02-18 20:10:05+00:00,8th Ave,POINT (-73.9863363 40.7619396),20.0,TTL5159066092814004,40.7619396,274,-73.9863363,7th Ave
"{'x': -73.9992797, 'y': 40.7548652}",Tuesday,1,2,2020-02-18 20:10:05+00:00,34th St (NY-9A),POINT (-73.9992797 40.7548652),20.0,TTL5158488962401011,40.7548652,708,-73.9992797,42nd St (NY-9A)
"{'x': -74.0065777, 'y': 40.7490661}",Tuesday,1,2,2020-02-18 20:10:05+00:00,NY-9A/12th Ave (W 30th St),POINT (-74.00657769999999 40.7490661),20.0,TTL5158488940812010,40.7490661,272,-74.0065777,10th Ave (W 30th St)
"{'x': -73.9988929, 'y': 40.7508323}",Tuesday,3,9,2020-02-18 20:11:05+00:00,9th Ave (W 23rd St),POINT (-73.9988929 40.7508323),20.0,TTL5159066049605000,40.7508323,222,-73.9988929,10th Ave (W 23rd St)
"{'x': -73.992155, 'y': 40.7516481}",Tuesday,3,9,2020-02-18 20:10:05+00:00,W 34th St,POINT (-73.992155 40.7516481),20.0,TTL5158488933601002,40.751648100000004,85,-73.99215500000003,Lincoln Tunnel Expy
"{'x': -73.9923372, 'y': 40.7515311}",Tuesday,2,3,2020-02-18 20:10:05+00:00,W 34th St (Dyer Ave),POINT (-73.99233719999999 40.7515311),20.0,TTL5159066057601025,40.7515311,80,-73.9923372,NY-495/Lincoln Tunnel/W 35th St (Dyer Ave)
"{'x': -73.9930799, 'y': 40.7616207}",Wednesday,1,2,2020-02-19 00:25:05+00:00,35th St/36th St (NY-495),POINT (-73.9930799 40.7616207),0.0,TTL5156757721600000,40.76162070000001,2624,-73.99307990000001,Toll Plaza (NJ-495)
"{'x': -73.9994096, 'y': 40.7297281}",Tuesday,2,3,2020-02-18 20:10:05+00:00,Avenue of the Americas,POINT (-73.99940960000001 40.7297281),20.0,TTL5160797260806009,40.7297281,249,-73.99940959999998,University Pl
"{'x': -73.9988886, 'y': 40.7458201}",Tuesday,1,2,2020-02-18 20:10:05+00:00,9th Ave (W 30th St),POINT (-73.9988886 40.7458201),20.0,TTL5159643129614000,40.7458201,335,-73.9988886,7th Ave (W 30th St)
"{'x': -73.990107, 'y': 40.7594002}",Tuesday,1,2,2020-02-18 21:06:05+00:00,35th St/36th St (Lincoln Tunnel),POINT (-73.99010699999999 40.7594002),21.0,TTL5158488984024000,40.7594002,2683,-73.990107,Lincoln Tunnel West (Lincoln Tunnel)
"{'x': -73.9971345, 'y': 40.738489}",Tuesday,1,2,2020-02-18 20:10:05+00:00,7th Ave,POINT (-73.9971345 40.738489),20.0,TTL5160797289606011,40.738489,465,-73.9971345,Broadway
"{'x': -73.9960659, 'y': 40.752844}",Tuesday,1,2,2020-02-18 20:10:05+00:00,9th Ave,POINT (-73.9960659 40.752844),20.0,TTL5159066064006005,40.752844,796,-73.9960659,Avenue of the Americas
"{'x': -73.9878503, 'y': 40.7399943}",Tuesday,2,3,2020-02-18 20:15:05+00:00,W 13th St (6th Ave),POINT (-73.98785030000001 40.7399943),20.0,TTL5159643093606000,40.7399943,797,-73.9878503,W 34th St (6th Ave)
"{'x': -73.9892523, 'y': 40.7435476}",Tuesday,3,9,2020-02-18 20:11:05+00:00,5th Ave (19th St),POINT (-73.9892523 40.7435476),20.0,TTL5160220209606006,40.7435476,224,-73.98925229999998,6th Ave/Avenue of the Americas (W 19th St)
"{'x': -73.9889602, 'y': 40.7531756}",Tuesday,3,9,2020-02-18 20:11:05+00:00,7th Ave (W 31st St),POINT (-73.98896019999999 40.7531756),20.0,TTL5159643144014005,40.7531756,549,-73.98896020000002,NY-495/Lincoln Tunnel Expy/Dyer Ave (W 31st St)
"{'x': -73.9862494, 'y': 40.7524347}",Tuesday,1,2,2020-02-18 20:12:05+00:00,34th St (8th Ave),POINT (-73.98624940000001 40.7524347),20.0,TTL5159066056804012,40.7524347,237,-73.9862494,W 42nd St (8th Ave)
"{'x': -73.9946111, 'y': 40.7506108}",Tuesday,2,3,2020-02-18 20:10:05+00:00,8th Ave,POINT (-73.9946111 40.7506108),20.0,TTL5159066064014000,40.7506108,277,-73.99461109999999,7th Ave
"{'x': -73.9879392, 'y': 40.7494946}",Tuesday,1,2,2020-02-18 20:10:05+00:00,Avenue of the Americas,POINT (-73.9879392 40.7494946),20.0,TTL5159643144006000,40.7494946,547,-73.9879392,8th Ave
"{'x': -73.9877303, 'y': 40.7576379}",Tuesday,1,2,2020-02-18 20:10:05+00:00,7th Ave,POINT (-73.9877303 40.7576379),20.0,TTL5160220238414003,40.7576379,407,-73.9877303,9th Ave
"{'x': -73.987091, 'y': 40.7507682}",Tuesday,1,2,2020-02-18 20:10:05+00:00,Avenue of the Americas,POINT (-73.98709100000001 40.7507682),20.0,TTL5159643144006008,40.7507682,545,-73.987091,8th Ave
"{'x': -73.991499, 'y': 40.7427136}",Tuesday,1,2,2020-02-18 20:12:05+00:00,Broadway (W 30th St),POINT (-73.991499 40.7427136),20.0,TTL5159643129606009,40.7427136,666,-73.991499,3rd Ave (E 30th St)
"{'x': -73.9847559, 'y': 40.7547585}",Tuesday,3,9,2020-02-18 20:13:05+00:00,Broadway,POINT (-73.9847559 40.7547585),20.0,TTL5159643144014002,40.7547585,223,-73.9847559,7th Ave
"{'x': -73.9847195, 'y': 40.7538682}",Tuesday,2,3,2020-02-18 20:10:05+00:00,6th Ave/Avenue of the Americas (W 34th St),POINT (-73.9847195 40.7538682),20.0,TTL5159643144017002,40.7538682,275,-73.9847195,7th Ave/Fashion Ave (W 34th St)
"{'x': -73.9816665, 'y': 40.7398227}",Tuesday,2,3,2020-02-18 20:24:05+00:00,E 23rd St (Madison Ave),POINT (-73.9816665 40.7398227),20.0,TTL5160220216806011,40.73982270000001,714,-73.9816665,E 34th St (Madison Ave)
"{'x': -73.9836668, 'y': 40.7707148}",Tuesday,3,9,2020-02-18 20:10:05+00:00,9th Ave,POINT (-73.98366679999999 40.7707148),20.0,TTL5158489012814000,40.7707148,275,-73.9836668,10th Ave
"{'x': -73.9829298, 'y': 40.7506176}",Tuesday,2,3,2020-02-18 20:11:05+00:00,Park Ave S (E 31st St),POINT (-73.98292979999999 40.7506176),20.0,TTL5160220238414002,40.75061760000001,309,-73.9829298,7th Ave (W 31st St)
"{'x': -73.9884939, 'y': 40.7430541}",Tuesday,3,9,2020-02-18 20:10:05+00:00,6th Ave/Avenue of the Americas/Broadway (W 32nd St),POINT (-73.98849389999999 40.7430541),20.0,TTL5160220224006008,40.7430541,158,-73.9884939,E Park Ave S (W 32nd St)
"{'x': -73.9810591, 'y': 40.7598048}",Tuesday,2,3,2020-02-18 20:13:05+00:00,6th Ave/Avenue of the Americas (W 43rd St),POINT (-73.9810591 40.7598048),20.0,TTL5159066078406002,40.7598048,229,-73.9810591,Broadway/7th Ave/Times Sq (W 43rd St)
"{'x': -73.9803277, 'y': 40.7585983}",Tuesday,1,2,2020-02-18 20:13:05+00:00,Park Ave (E 42nd St),POINT (-73.9803277 40.7585983),20.0,TTL5159066078412002,40.758598299999996,623,-73.9803277,8th Ave (W 42nd St)
"{'x': -73.9859432, 'y': 40.7626715}",Tuesday,1,2,2020-02-18 20:10:05+00:00,8th Ave (W 57th St),POINT (-73.98594319999999 40.7626715),20.0,TTL5159066092812018,40.7626715,372,-73.98594320000002,6th Ave/Avenue of the Americas (W 57th St)
"{'x': -73.9769851, 'y': 40.7679152}",Tuesday,1,2,2020-02-18 20:10:05+00:00,Avenue of the Americas,POINT (-73.97698509999999 40.7679152),20.0,TTL5159066107206008,40.7679152,219,-73.9769851,Broadway
"{'x': -73.9760913, 'y': 40.7658967}",Tuesday,1,2,2020-02-18 20:10:05+00:00,Avenue of the Americas,POINT (-73.97609129999999 40.7658967),20.0,TTL5159066078414001,40.7658967,271,-73.9760913,7th Ave
"{'x': -73.9808264, 'y': 40.7448061}",Tuesday,1,2,2020-02-18 20:13:05+00:00,Lexington Ave,POINT (-73.9808264 40.7448061),20.0,TTL5160797318405000,40.7448061,368,-73.98082640000001,Queens Midtown Tunl W
"{'x': -73.9746162, 'y': 40.7504647}",Tuesday,1,2,2020-02-18 20:10:05+00:00,Tunnel Exit St,POINT (-73.9746162 40.7504647),20.0,TTL5160220238406012,40.75046470000001,468,-73.9746162,Madison Ave
"{'x': -73.9828322, 'y': 40.7604823}",Tuesday,1,2,2020-02-18 20:21:05+00:00,57th St (5th Ave),POINT (-73.9828322 40.7604823),20.0,TTL5159643165605008,40.7604823,608,-73.9828322,34th St (5th Ave)
"{'x': -73.982462, 'y': 40.7562028}",Tuesday,2,3,2020-02-18 20:10:05+00:00,E 57th St (Park Ave),POINT (-73.982462 40.7562028),20.0,TTL5159643136805000,40.7562028,377,-73.982462,E 34th St (Park Ave)
"{'x': -73.9709291, 'y': 40.7358782}",Tuesday,2,3,2020-02-18 20:10:05+00:00,E 23rd St,POINT (-73.97092910000001 40.7358782),20.0,TTL5161374367207001,40.7358782,129,-73.97092909999998,E 23rd St
"{'x': -73.9738982, 'y': 40.7600554}",Tuesday,2,3,2020-02-18 20:12:05+00:00,Madison Ave,POINT (-73.97389819999999 40.7600554),20.0,TTL5159643172814001,40.7600554,467,-73.97389820000002,Avenue of the Americas
"{'x': -73.9710525, 'y': 40.7543746}",Tuesday,1,2,2020-02-18 20:11:05+00:00,E 42nd St (Madison Ave),POINT (-73.9710525 40.7543746),20.0,TTL5160220216806023,40.75437460000001,888,-73.9710525,E 59th St (Madison Ave)
"{'x': -73.9710156, 'y': 40.7457765}",Tuesday,2,3,2020-02-18 20:10:05+00:00,E 34th St (3rd Ave),POINT (-73.9710156 40.7457765),20.0,TTL5160797311212006,40.7457765,355,-73.9710156,E 42nd St (3rd Ave)
"{'x': -73.9728322, 'y': 40.7529474}",Tuesday,1,2,2020-02-18 20:10:05+00:00,2nd Ave (E 39th St),POINT (-73.9728322 40.7529474),20.0,TTL5160797332805003,40.7529474,300,-73.9728322,5th Ave (E 39th St)
"{'x': -73.9681043, 'y': 40.749794}",Tuesday,1,2,2020-02-18 20:10:05+00:00,E 42nd St (3rd Ave),POINT (-73.96810429999999 40.749794),20.0,TTL5160220245605002,40.749794,874,-73.9681043,E 57th St (3rd Ave)
"{'x': -73.9704843, 'y': 40.7544484}",Tuesday,1,2,2020-02-18 20:15:05+00:00,2nd Ave (E 42nd St),POINT (-73.9704843 40.7544484),20.0,TTL5159643144012000,40.7544484,469,-73.9704843,6th Ave/Avenue of the Americas (W 42nd St)
"{'x': -73.9761344, 'y': 40.760262}",Tuesday,1,2,2020-02-18 20:10:05+00:00,5th Ave (W 59th St),POINT (-73.97613440000001 40.760262),20.0,TTL5159066092806010,40.760262,620,-73.9761344,3rd Ave (E 59th St)
"{'x': -73.965182, 'y': 40.7429658}",Tuesday,1,2,2020-02-18 22:50:05+00:00,I-495/Tunnel Exit St/Queens Midtown Tunnel (FDR Dr),POINT (-73.965182 40.7429658),22.0,TTL5160797340001003,40.7429658,1874,-73.965182,61st St (FDR Dr)
"{'x': -73.9608523, 'y': 40.751459}",Tuesday,1,2,2020-02-18 20:10:05+00:00,42nd St (1st Ave),POINT (-73.9608523 40.751459),20.0,TTL5160220245605006,40.751459000000004,600,-73.9608523,57th St (1st Ave)
"{'x': -73.9649362, 'y': 40.760404}",Tuesday,1,2,2020-02-18 20:10:05+00:00,Park Ave (E 65th St),POINT (-73.9649362 40.760404),20.0,TTL5159643187205000,40.760404,254,-73.96493620000003,1st Ave (E 65th St)
"{'x': -73.9584877, 'y': 40.7667634}",Tuesday,1,2,2020-02-18 20:10:05+00:00,1st Ave (E 63rd St),POINT (-73.95848770000001 40.7667634),20.0,TTL5159643172804011,40.766763399999995,308,-73.95848769999998,Park Ave (E 63rd St)
"{'x': -73.9645094, 'y': 40.7561264}",Tuesday,2,3,2020-02-18 20:10:05+00:00,1st Ave (E 60th St),POINT (-73.9645094 40.7561264),20.0,TTL5160797347205001,40.7561264,218,-73.9645094,York Ave (E 60th St)
"{'x': -73.9701708, 'y': 40.7206199}",Friday,4,5,2020-03-13 04:00:00+00:00,Metropolitan Ave / River St,POINT (-73.97017080000001 40.7206199),4.0,TTR5163105588806031,40.720619899999996,194,-73.9701708,Kent Ave / Grand St
"{'x': -73.9667419, 'y': 40.7136265}",Friday,0,4,2020-03-27 04:43:59+00:00,Wythe Ave,POINT (-73.9667419 40.7136265),4.0,TTR5163105581614001,40.713626500000004,292,-73.96674190000002,Metropolitan Ave
"{'x': -73.966165, 'y': 40.7040552}",Tuesday,3,9,2020-02-18 20:10:05+00:00,Division Ave (Lee Ave),POINT (-73.966165 40.7040552),20.0,TTL5164836836805002,40.7040552,165,-73.966165,I-278/Williamsburg St (Lee Ave)
"{'x': -73.9630033, 'y': 40.7150759}",Thursday,0,4,2020-04-02 04:43:59+00:00,Berry St,POINT (-73.9630033 40.7150759),4.0,TTR5163682704806000,40.715075899999995,141,-73.9630033,Bedford Ave
"{'x': -73.9616579, 'y': 40.7142096}",Tuesday,4,5,2020-03-31 03:59:00+00:00,Bedford Ave,POINT (-73.96165790000001 40.7142096),3.0,TTR5163682676014007,40.714209600000004,140,-73.9616579,Driggs Ave
"{'x': -73.9504245, 'y': 40.6971597}",Tuesday,2,3,2020-02-18 20:10:05+00:00,Myrtle Ave (Bedford Ave),POINT (-73.9504245 40.6971597),20.0,TTL5164836824806001,40.6971597,282,-73.9504245,Flushing Ave (Bedford Ave)
"{'x': -73.9621803, 'y': 40.6983961}",Wednesday,0,4,2020-03-11 04:43:59+00:00,Flushing Ave,POINT (-73.9621803 40.6983961),4.0,TTR5164836810406001,40.698396100000004,248,-73.9621803,Park Ave
"{'x': -73.956377, 'y': 40.7184721}",Wednesday,1,2,2020-02-19 01:38:05+00:00,Humboldt St/Meeker Ave/Exit 33 (I-278),POINT (-73.956377 40.7184721),1.0,TTL5164836753664000,40.7184721,10132,-73.956377,38th St/39th St/Exit 23 (I-278)
"{'x': -73.9542928, 'y': 40.7018966}",Tuesday,1,2,2020-02-18 20:19:05+00:00,Rodney St (Broadway),POINT (-73.9542928 40.7018966),20.0,TTL5165413930404005,40.70189660000001,878,-73.95429279999998,Flushing Ave (Broadway)
"{'x': -73.9564208, 'y': 40.7053269}",Wednesday,0,13,2020-09-23 03:59:59+00:00,Union Ave / Johnson Ave,POINT (-73.9564208 40.7053269),3.0,TTR5165413933605000,40.705326899999996,54,-73.9564208,Broadway / Union Ave
"{'x': -73.9435055, 'y': 40.6982475}",Tuesday,3,9,2020-02-18 20:10:05+00:00,Broadway / Manhattan Ave,POINT (-73.9435055 40.6982475),20.0,TTL5165413926406000,40.6982475,144,-73.9435055,Graham Ave
"{'x': -73.9364834, 'y': 40.7043626}",Friday,0,4,2020-04-03 04:43:59+00:00,Moore St,POINT (-73.9364834 40.7043626),4.0,TTR5165413948006001,40.704362599999996,79,-73.9364834,Seigel St
"{'x': -73.9406455, 'y': 40.6999389}",Tuesday,3,9,2020-02-18 20:12:05+00:00,Graham Ave,POINT (-73.9406455 40.6999389),20.0,TTL5165991020806000,40.6999389,180,-73.9406455,Bushwick Ave
"{'x': -73.9435886, 'y': 40.6958455}",Monday,0,4,2020-02-24 05:43:59+00:00,Flushing Ave (Broadway),POINT (-73.9435886 40.6958455),5.0,TTR5165990996005000,40.695845500000004,70,-73.9435886,Myrtle Ave (Broadway)
"{'x': -73.9360736, 'y': 40.7032591}",Monday,0,4,2020-02-24 05:43:59+00:00,Myrtle Ave (Broadway),POINT (-73.9360736 40.7032591),5.0,TTR5165991010405000,40.703259100000004,70,-73.93607359999999,Flushing Ave (Broadway)
